Associated Gene Name	Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	Band	Transcript count	Gene Biotype	Status (gene)
Tada1	ENSMUSG00000026563	1	166379097	166393621	1	H2.3	4	protein_coding	KNOWN
Slc35b1	ENSMUSG00000020873	11	95384692	95391776	1	D	5	protein_coding	KNOWN
Arpc4	ENSMUSG00000079426	6	113378113	113390448	1	E3	4	protein_coding	KNOWN
Pogk	ENSMUSG00000040596	1	166384622	166409863	-1	H2.3	8	protein_coding	KNOWN
Alkbh4	ENSMUSG00000039754	5	136136146	136141615	1	G2	5	protein_coding	KNOWN
Dlat	ENSMUSG00000000168	9	50634633	50659780	-1	A5.3	6	protein_coding	KNOWN
Orai2	ENSMUSG00000039747	5	136147464	136170656	-1	G2	1	protein_coding	KNOWN
Prkrip1	ENSMUSG00000039737	5	136178127	136198963	-1	G2	4	protein_coding	KNOWN
Lrp4	ENSMUSG00000027253	2	91457511	91513779	1	E1	4	protein_coding	KNOWN
Spryd4	ENSMUSG00000051346	10	128209908	128211794	-1	D3	1	protein_coding	KNOWN
Sh2b2	ENSMUSG00000005057	5	136218149	136244903	-1	G2	1	protein_coding	KNOWN
4833424O15Rik	ENSMUSG00000033342	3	117575227	117689507	1	G1	2	protein_coding	KNOWN
Cux1	ENSMUSG00000029705	5	136248135	136567490	-1	G2	15	protein_coding	KNOWN
Mip	ENSMUSG00000025389	10	128225838	128231812	1	D3	1	protein_coding	KNOWN
Cd97	ENSMUSG00000002885	8	83723251	83741326	-1	C2	8	protein_coding	KNOWN
Inca1	ENSMUSG00000057054	11	70688361	70700155	-1	B3	5	protein_coding	KNOWN
Ttll3	ENSMUSG00000030276	6	113389260	113414583	1	E3	10	protein_coding	KNOWN
Timeless	ENSMUSG00000039994	10	128232065	128252941	1	D3	15	protein_coding	KNOWN
Gm4846	ENSMUSG00000086056	1	166483613	166497588	-1	H2.3	1	protein_coding	KNOWN
Spef1	ENSMUSG00000027329	2	131170261	131187282	-1	F1	3	protein_coding	KNOWN
Srd5a3	ENSMUSG00000029233	5	76140271	76155504	1	C3.3	8	protein_coding	KNOWN
Spop	ENSMUSG00000057522	11	95414080	95493406	1	D	5	protein_coding	KNOWN
Gm4847	ENSMUSG00000051081	1	166628971	166647693	-1	H2.3	1	protein_coding	KNOWN
Fmo9	ENSMUSG00000026560	1	166662055	166681845	-1	H2.3	2	protein_coding	KNOWN
Cenpb	ENSMUSG00000068267	2	131177291	131180012	-1	F1	1	protein_coding	KNOWN
Cdc25b	ENSMUSG00000027330	2	131186949	131198497	1	F1	7	protein_coding	KNOWN
Kif1c	ENSMUSG00000020821	11	70700548	70731964	1	B3	5	protein_coding	KNOWN
Tubb5	ENSMUSG00000001525	17	35833926	35838306	-1	B1	4	protein_coding	KNOWN
Snx7	ENSMUSG00000028007	3	117781497	117868936	-1	G1	3	protein_coding	KNOWN
Nxph3	ENSMUSG00000046719	11	95509845	95514570	-1	D	1	protein_coding	KNOWN
Tmem165	ENSMUSG00000029234	5	76183880	76209245	1	C3.3	5	protein_coding	KNOWN
Ngfr	ENSMUSG00000000120	11	95568818	95587735	-1	D	1	protein_coding	KNOWN
Mdc1	ENSMUSG00000061607	17	35841515	35859670	1	B1	2	protein_coding	KNOWN
Phb	ENSMUSG00000038845	11	95666957	95680773	1	D	5	protein_coding	KNOWN
Ckap5	ENSMUSG00000040549	2	91526762	91620664	1	E1	9	protein_coding	KNOWN
Dixdc1	ENSMUSG00000032064	9	50662752	50739517	-1	A5.3	12	protein_coding	KNOWN
4731417B20Rik	ENSMUSG00000046548	5	136613702	136615328	-1	G2	1	protein_coding	KNOWN
Myl10	ENSMUSG00000005474	5	136693146	136701094	1	G2	1	protein_coding	KNOWN
Emid2	ENSMUSG00000004415	5	136741759	136883209	-1	G2	10	protein_coding	KNOWN
Gm9796	ENSMUSG00000045075	11	95696894	95699143	-1	D	1	protein_coding	KNOWN
Zfp652	ENSMUSG00000075595	11	95712673	95835115	1	D	4	protein_coding	KNOWN
Ptpn18	ENSMUSG00000026126	1	34459746	34473775	1	B	1	protein_coding	KNOWN
Ahsa2	ENSMUSG00000020288	11	23487882	23498030	-1	A3.2	8	protein_coding	KNOWN
B130006D01Rik	ENSMUSG00000075596	11	95723587	95726710	1	D	1	protein_coding	KNOWN
Phospho1	ENSMUSG00000050860	11	95824499	95832140	1	D	3	protein_coding	KNOWN
Abi3	ENSMUSG00000018381	11	95830074	95842476	-1	D	4	protein_coding	KNOWN
Fam78b	ENSMUSG00000060568	1	167001417	167091302	1	H2.3	5	protein_coding	KNOWN
Prss39	ENSMUSG00000026125	1	34498430	34503062	1	B	1	protein_coding	KNOWN
Dpyd	ENSMUSG00000033308	3	118562129	119432918	1	G1	5	protein_coding	KNOWN
Rabl5	ENSMUSG00000007987	5	136908150	136913244	1	G2	1	protein_coding	KNOWN
Fis1	ENSMUSG00000019054	5	136953275	136966234	1	G2	6	protein_coding	KNOWN
Uck2	ENSMUSG00000053664	1	167223827	167223919	-1	H2.3	1	protein_coding	KNOWN
Clock	ENSMUSG00000029238	5	76212177	76304548	-1	C3.3	1	protein_coding	KNOWN
Cldn15	ENSMUSG00000001739	5	136966616	136975858	1	G2	3	protein_coding	KNOWN
Uck2	ENSMUSG00000026558	1	167226090	167285127	-1	H2.3	1	protein_coding	KNOWN
Cfc1	ENSMUSG00000026124	1	34535648	34544311	1	B	1	protein_coding	KNOWN
Prss40	ENSMUSG00000037529	1	34543975	34560943	-1	B	2	protein_coding	KNOWN
Rpusd3	ENSMUSG00000051169	6	113415319	113419348	-1	E3	9	protein_coding	KNOWN
Gngt2	ENSMUSG00000038811	11	95837216	95845734	1	D	7	protein_coding	KNOWN
Nrm	ENSMUSG00000059791	17	35861318	35865402	1	B1	3	protein_coding	KNOWN
1700101I19Rik	ENSMUSG00000045815	1	34579224	34579613	-1	B	1	protein_coding	KNOWN
Fam123c	ENSMUSG00000045174	1	34579693	34590938	1	B	1	protein_coding	KNOWN
Arhgef4	ENSMUSG00000037509	1	34721924	34813309	1	B	7	protein_coding	KNOWN
Znhit1	ENSMUSG00000059518	5	136982164	136988021	-1	G2	6	protein_coding	KNOWN
Tmco1	ENSMUSG00000052428	1	167308670	167333978	1	H2.3	1	protein_coding	KNOWN
Aldh9a1	ENSMUSG00000026687	1	167349991	167368530	1	H2.3	1	protein_coding	KNOWN
Plod3	ENSMUSG00000004846	5	136987019	136996648	1	G2	6	protein_coding	KNOWN
Pdcl2	ENSMUSG00000029235	5	76312115	76331156	-1	C3.3	2	protein_coding	KNOWN
Ppp1r18	ENSMUSG00000034595	17	35865593	35875596	1	B1	4	protein_coding	KNOWN
Mgst3	ENSMUSG00000026688	1	167371966	167393841	-1	H2.3	1	protein_coding	KNOWN
Lrrc52	ENSMUSG00000040485	1	167445675	167466780	-1	H2.3	1	protein_coding	KNOWN
Rxrg	ENSMUSG00000015843	1	167598384	167639623	1	H2.3	4	protein_coding	KNOWN
Sdc3	ENSMUSG00000025743	4	130792537	130826319	1	D2.2	5	protein_coding	KNOWN
B4galnt2	ENSMUSG00000013418	11	95865943	95914891	-1	D	1	protein_coding	KNOWN
Vgf	ENSMUSG00000037428	5	137030295	137033351	1	G2	1	protein_coding	KNOWN
Lphn1	ENSMUSG00000013033	8	83900105	83941954	1	C2	10	protein_coding	KNOWN
Ap1s1	ENSMUSG00000004849	5	137034993	137046135	-1	G2	5	protein_coding	KNOWN
Nmu	ENSMUSG00000029236	5	76333495	76363788	-1	C3.3	1	protein_coding	KNOWN
Igf2bp1	ENSMUSG00000013415	11	95957163	96005940	-1	D	5	protein_coding	KNOWN
Cidec	ENSMUSG00000030278	6	113424634	113435760	-1	E3	4	protein_coding	KNOWN
Zfp3	ENSMUSG00000043602	11	70764209	70772928	1	B3	1	protein_coding	KNOWN
Jagn1	ENSMUSG00000051256	6	113442569	113448229	1	E3	1	protein_coding	KNOWN
A430084P05Rik	ENSMUSG00000057135	11	70790932	70812586	-1	B3	2	protein_coding	KNOWN
Serpine1	ENSMUSG00000037411	5	137061504	137072272	-1	G2	2	protein_coding	KNOWN
Il17re	ENSMUSG00000043088	6	113458484	113470751	1	E3	3	protein_coding	KNOWN
Trim56	ENSMUSG00000043279	5	137105644	137116209	-1	G2	2	protein_coding	KNOWN
Ptbp2	ENSMUSG00000028134	3	119718742	119783388	-1	G1	1	protein_coding	KNOWN
Muc3	ENSMUSG00000037390	5	137134924	137149320	-1	G2	3	protein_coding	KNOWN
Dhx16	ENSMUSG00000024422	17	35879819	35892670	1	B1	8	protein_coding	KNOWN
Gm3054	ENSMUSG00000079174	5	137154030	137166001	-1	G2	1	protein_coding	KNOWN
Gm7271	ENSMUSG00000091204	5	76484331	76516584	1	C3.3	1	protein_coding	KNOWN
CAAA01077335.1	ENSMUSG00000094840	5	137208813	137212389	-1	G2	1	protein_coding	KNOWN
Exoc1	ENSMUSG00000036435	5	76529311	76570294	1	C3.3	11	protein_coding	KNOWN
Ache	ENSMUSG00000023328	5	137287519	137294466	1	G2	8	protein_coding	KNOWN
Laptm5	ENSMUSG00000028581	4	130913125	130936141	1	D2.2	10	protein_coding	KNOWN
2310035K24Rik	ENSMUSG00000068264	2	131207078	131213514	1	F1	8	protein_coding	KNOWN
Rabep1	ENSMUSG00000020817	11	70844778	70943105	1	B4	8	protein_coding	KNOWN
Ufsp1	ENSMUSG00000051502	5	137294669	137295664	1	G2	1	protein_coding	KNOWN
Srrt	ENSMUSG00000037364	5	137295704	137307674	-1	G2	1	protein_coding	KNOWN
Rwdd3	ENSMUSG00000028133	3	121155400	121171695	-1	G1	9	protein_coding	KNOWN
Gip	ENSMUSG00000014351	11	96024545	96030831	1	D	2	protein_coding	KNOWN
Trip6	ENSMUSG00000023348	5	137309899	137314241	-1	G2	1	protein_coding	KNOWN
Slc12a9	ENSMUSG00000037344	5	137314558	137333597	-1	G2	4	protein_coding	KNOWN
Fam168b	ENSMUSG00000037503	1	34813219	34843065	-1	B	4	protein_coding	KNOWN
Lmx1a	ENSMUSG00000026686	1	167689239	167848741	1	H2.3	2	protein_coding	KNOWN
Mavs	ENSMUSG00000037523	2	131234063	131248025	1	F1	4	protein_coding	KNOWN
1700093K21Rik	ENSMUSG00000020286	11	23516203	23521155	-1	A3.2	4	protein_coding	KNOWN
Pbx1	ENSMUSG00000052534	1	168153527	168432270	-1	H2.3	8	protein_coding	KNOWN
Notch1	ENSMUSG00000026923	2	26457903	26516663	-1	A3	11	protein_coding	KNOWN
Snf8	ENSMUSG00000006058	11	96034885	96047430	1	D	6	protein_coding	KNOWN
Il17rc	ENSMUSG00000030281	6	113471427	113483140	1	E3	6	protein_coding	KNOWN
Ephb4	ENSMUSG00000029710	5	137350109	137378669	1	G2	5	protein_coding	KNOWN
Creld1	ENSMUSG00000030284	6	113483297	113493338	1	E3	5	protein_coding	KNOWN
F2	ENSMUSG00000027249	2	91625320	91636414	-1	E1	3	protein_coding	KNOWN
Plekhb2	ENSMUSG00000026123	1	34849976	34879580	1	B	3	protein_coding	KNOWN
Ube2z	ENSMUSG00000014349	11	96047432	96065388	-1	D	1	protein_coding	KNOWN
Cep135	ENSMUSG00000036403	5	76588698	76646466	1	C3.3	3	protein_coding	KNOWN
Tmem56	ENSMUSG00000028132	3	121201761	121283098	-1	G1	7	protein_coding	KNOWN
Atp5g1	ENSMUSG00000006057	11	96068852	96075670	-1	D	4	protein_coding	KNOWN
2310030G06Rik	ENSMUSG00000032062	9	50739691	50746521	-1	A5.3	1	protein_coding	KNOWN
Nuf2	ENSMUSG00000026683	1	169497934	169531464	-1	H2.3	2	protein_coding	KNOWN
Hspb2	ENSMUSG00000038086	9	50751072	50752354	-1	A5.3	1	protein_coding	KNOWN
Cryab	ENSMUSG00000032060	9	50752758	50756633	1	A5.3	1	protein_coding	KNOWN
Zan	ENSMUSG00000079173	5	137378637	137477064	-1	G2	4	protein_coding	KNOWN
2310061I04Rik	ENSMUSG00000050705	17	35892677	35897431	-1	B1	9	protein_coding	KNOWN
Prrt3	ENSMUSG00000045009	6	113494095	113501818	-1	E3	1	protein_coding	KNOWN
Tmem111	ENSMUSG00000030286	6	113514874	113531638	-1	E3	2	protein_coding	KNOWN
1110032A03Rik	ENSMUSG00000037971	9	50762828	50775520	-1	A5.3	9	protein_coding	KNOWN
0610010F05Rik	ENSMUSG00000042208	11	23564961	23633639	-1	A3.2	8	protein_coding	KNOWN
Calcoco2	ENSMUSG00000006056	11	96099326	96111964	-1	D	2	protein_coding	KNOWN
Pank2	ENSMUSG00000037514	2	131262495	131299188	1	F1	8	protein_coding	KNOWN
Hs6st1	ENSMUSG00000045216	1	36068400	36106446	1	B	1	protein_coding	KNOWN
Uggt1	ENSMUSG00000037470	1	36141530	36244305	-1	B	10	protein_coding	KNOWN
Ttll6	ENSMUSG00000038756	11	96133786	96165451	1	D	2	protein_coding	KNOWN
Epo	ENSMUSG00000029711	5	137482259	137533242	-1	G2	3	protein_coding	KNOWN
Pop7	ENSMUSG00000029715	5	137501438	137502518	-1	G2	2	protein_coding	KNOWN
Hoxb13	ENSMUSG00000049604	11	96194316	96197447	1	D	1	protein_coding	KNOWN
Gigyf1	ENSMUSG00000029714	5	137518880	137527934	1	G2	1	protein_coding	KNOWN
Gm53	ENSMUSG00000078706	11	96251105	96264868	1	D	4	protein_coding	KNOWN
Matn1	ENSMUSG00000040533	4	130944385	130955475	1	D2.2	1	protein_coding	KNOWN
Gnb2	ENSMUSG00000029713	5	137528127	137533510	-1	G2	15	protein_coding	KNOWN
Gm10644	ENSMUSG00000074219	8	83932329	83955205	-1	C2	1	protein_coding	KNOWN
Asf1b	ENSMUSG00000005470	8	83955507	83970197	1	C2	3	protein_coding	KNOWN
Alg14	ENSMUSG00000039887	3	121291817	121362011	1	G1	1	protein_coding	KNOWN
Cnn3	ENSMUSG00000053931	3	121426541	121458205	1	G1	1	protein_coding	KNOWN
Atat1	ENSMUSG00000024426	17	35897595	35910075	-1	B1	16	protein_coding	KNOWN
Hoxb9	ENSMUSG00000020875	11	96271457	96276595	1	D	2	protein_coding	KNOWN
Hoxb8	ENSMUSG00000056648	11	96281905	96285325	1	D	3	protein_coding	KNOWN
Hoxb7	ENSMUSG00000038721	11	96284257	96290336	1	D	2	protein_coding	KNOWN
Actl6b	ENSMUSG00000029712	5	137553517	137569582	1	G2	7	protein_coding	KNOWN
Ptpru	ENSMUSG00000028909	4	131768457	131838288	-1	D2.3	8	protein_coding	KNOWN
Hoxb6	ENSMUSG00000000690	11	96292476	96301569	1	D	2	protein_coding	KNOWN
Hoxb5	ENSMUSG00000038700	11	96302595	96306120	1	D	1	protein_coding	KNOWN
Rnf24	ENSMUSG00000048911	2	131298064	131352892	-1	F1	5	protein_coding	KNOWN
Hoxb4	ENSMUSG00000038692	11	96316684	96321638	1	D	1	protein_coding	KNOWN
Tfr2	ENSMUSG00000029716	5	137569851	137587481	1	G2	1	protein_coding	KNOWN
Hoxb3	ENSMUSG00000048763	11	96323326	96346685	1	D	4	protein_coding	KNOWN
Prkaca	ENSMUSG00000005469	8	83972978	83996445	1	C2	1	protein_coding	KNOWN
Fdxacb1	ENSMUSG00000037845	9	50768236	50773348	1	A5.3	5	protein_coding	KNOWN
Hoxb2	ENSMUSG00000075588	11	96351632	96355689	1	D	1	protein_coding	KNOWN
Mospd3	ENSMUSG00000037221	5	137596645	137601058	-1	G2	5	protein_coding	KNOWN
Slc44a3	ENSMUSG00000039865	3	121459529	121532344	-1	G1	1	protein_coding	KNOWN
Samd1	ENSMUSG00000079003	8	83997672	84000386	1	C2	1	protein_coding	KNOWN
1700067K01Rik	ENSMUSG00000046408	8	84001502	84004770	1	C2	5	protein_coding	KNOWN
Hoxb1	ENSMUSG00000018973	11	96365752	96368256	1	D	2	protein_coding	KNOWN
Skap1	ENSMUSG00000057058	11	96464593	96759130	1	D	10	protein_coding	KNOWN
Alg9	ENSMUSG00000032059	9	50775019	50843542	1	A5.3	9	protein_coding	KNOWN
A730020M07Rik	ENSMUSG00000044522	3	121637145	121643485	-1	G1	1	protein_coding	KNOWN
4930432M17Rik	ENSMUSG00000074248	3	121671317	121682835	1	G1	1	protein_coding	KNOWN
F3	ENSMUSG00000028128	3	121723537	121735052	1	G1	1	protein_coding	KNOWN
Pcolce	ENSMUSG00000029718	5	137605103	137613784	-1	G2	11	protein_coding	KNOWN
Abcd3	ENSMUSG00000028127	3	121758909	121815302	-1	G1	4	protein_coding	KNOWN
Smox	ENSMUSG00000027333	2	131491496	131525922	1	F1	17	protein_coding	KNOWN
2210011C24Rik	ENSMUSG00000074217	8	84010230	84011442	-1	C2	1	protein_coding	KNOWN
Palm3	ENSMUSG00000047986	8	84021471	84030295	1	C2	3	protein_coding	KNOWN
Apon	ENSMUSG00000051716	10	128254131	128255901	1	D3	1	protein_coding	KNOWN
Apof	ENSMUSG00000047631	10	128267997	128270151	1	D3	1	protein_coding	KNOWN
Stat2	ENSMUSG00000040033	10	128270576	128292849	1	D3	2	protein_coding	KNOWN
Fbxo24	ENSMUSG00000089984	5	137612503	137629002	-1	G2	3	protein_coding	KNOWN
Lrch4	ENSMUSG00000093445	5	137629121	137641099	1	G2	8	protein_coding	KNOWN
Snx11	ENSMUSG00000020876	11	96767555	96777559	-1	D	6	protein_coding	KNOWN
Gm20605	ENSMUSG00000029720	5	137629175	137642899	1	G2	1	protein_coding	KNOWN
Sap25	ENSMUSG00000079165	5	137641334	137642902	1	G2	6	protein_coding	KNOWN
Cbx1	ENSMUSG00000018666	11	96789127	96808640	1	D	5	protein_coding	KNOWN
Irs3	ENSMUSG00000047182	5	137643032	137645714	-1	G2	1	protein_coding	KNOWN
Agfg2	ENSMUSG00000029722	5	137650483	137684726	-1	G2	5	protein_coding	KNOWN
Nfe2l1	ENSMUSG00000038615	11	96817414	96829968	-1	D	12	protein_coding	KNOWN
6430598A04Rik	ENSMUSG00000045348	5	137730883	137741607	-1	G2	4	protein_coding	KNOWN
Tsc22d4	ENSMUSG00000029723	5	137745730	137768450	1	G2	9	protein_coding	KNOWN
Ppp1r35	ENSMUSG00000029725	5	137778849	137780110	1	G2	3	protein_coding	KNOWN
Copz2	ENSMUSG00000018672	11	96849870	96861203	1	D	5	protein_coding	KNOWN
Mepce	ENSMUSG00000029726	5	137781906	137786715	-1	G2	3	protein_coding	KNOWN
Zcwpw1	ENSMUSG00000037108	5	137787798	137822621	1	G2	4	protein_coding	KNOWN
Cdk5rap3	ENSMUSG00000018669	11	96907426	96916496	-1	D	11	protein_coding	KNOWN
Pilra	ENSMUSG00000046245	5	137821952	137836268	-1	G2	3	protein_coding	KNOWN
Pilrb1	ENSMUSG00000066684	5	137852147	137858049	-1	G2	1	protein_coding	KNOWN
Pilrb2	ENSMUSG00000066682	5	137865829	137871758	-1	G2	1	protein_coding	KNOWN
Cyp3a13	ENSMUSG00000029727	5	137892932	137921619	-1	G2	1	protein_coding	KNOWN
Adra1d	ENSMUSG00000027335	2	131545850	131562283	-1	F1	1	protein_coding	KNOWN
4930425F17Rik	ENSMUSG00000062501	2	131647825	131648594	1	F1	1	protein_coding	KNOWN
Erv3	ENSMUSG00000037482	2	131853678	131859747	-1	F1	1	protein_coding	KNOWN
Prnp	ENSMUSG00000079037	2	131909928	131938429	1	F2	2	protein_coding	KNOWN
Gjc3	ENSMUSG00000056966	5	137953809	137962959	-1	G2	1	protein_coding	KNOWN
Azgp1	ENSMUSG00000037053	5	137981521	137990233	1	G2	1	protein_coding	KNOWN
Smok3a	ENSMUSG00000075599	5	138021276	138034665	1	G2	2	protein_coding	KNOWN
Prr15l	ENSMUSG00000047040	11	96928104	96937830	1	D	5	protein_coding	KNOWN
Smok3c	ENSMUSG00000079156	5	138021429	138050636	1	G2	2	protein_coding	KNOWN
Prnd	ENSMUSG00000027338	2	131909957	131956130	1	F2	6	protein_coding	KNOWN
Zkscan1	ENSMUSG00000029729	5	138085084	138107822	1	G2	4	protein_coding	KNOWN
Pnpo	ENSMUSG00000018659	11	96937825	96943986	-1	D	3	protein_coding	KNOWN
Zscan21	ENSMUSG00000037017	5	138116903	138134265	1	G2	7	protein_coding	KNOWN
Sp2	ENSMUSG00000018678	11	96953340	96982959	-1	D	4	protein_coding	KNOWN
Zfp113	ENSMUSG00000037007	5	138139702	138155744	-1	G2	4	protein_coding	KNOWN
Cops6	ENSMUSG00000019494	5	138161071	138164646	1	G2	5	protein_coding	KNOWN
Sp6	ENSMUSG00000038560	11	97013394	97024734	1	D	2	protein_coding	KNOWN
Rassf2	ENSMUSG00000027339	2	131989415	132030258	-1	F2	5	protein_coding	KNOWN
Scrn2	ENSMUSG00000020877	11	97029938	97033958	1	D	4	protein_coding	KNOWN
Mcm7	ENSMUSG00000029730	5	138164583	138172422	-1	G2	10	protein_coding	KNOWN
Lrrc46	ENSMUSG00000020878	11	97034602	97041407	-1	D	1	protein_coding	KNOWN
Mrpl10	ENSMUSG00000001445	11	97041560	97049213	1	D	2	protein_coding	KNOWN
Osbpl7	ENSMUSG00000038534	11	97050628	97068904	1	D	6	protein_coding	KNOWN
Ap4m1	ENSMUSG00000019518	5	138172002	138178708	1	G2	7	protein_coding	KNOWN
Slc23a2	ENSMUSG00000027340	2	132052496	132145108	-1	F2	7	protein_coding	KNOWN
Tbx21	ENSMUSG00000001444	11	97098071	97115331	-1	D	1	protein_coding	KNOWN
Taf6	ENSMUSG00000036980	5	138178617	138187451	-1	G2	7	protein_coding	KNOWN
Tbkbp1	ENSMUSG00000038517	11	97136171	97151495	-1	D	6	protein_coding	KNOWN
Kpnb1	ENSMUSG00000001440	11	97159714	97187881	-1	D	3	protein_coding	KNOWN
Cnpy4	ENSMUSG00000036968	5	138187485	138193918	1	G2	3	protein_coding	KNOWN
Mblac1	ENSMUSG00000049285	5	138194314	138195621	1	G2	1	protein_coding	KNOWN
Gm454	ENSMUSG00000089783	5	138203609	138207308	-1	G2	1	protein_coding	KNOWN
BC055004	ENSMUSG00000047592	5	138225898	138253363	1	G2	5	protein_coding	KNOWN
0910001L09Rik	ENSMUSG00000050552	5	138255608	138259398	1	G2	2	protein_coding	KNOWN
BC037034	ENSMUSG00000036948	5	138259656	138264046	-1	G2	8	protein_coding	KNOWN
5730494N06Rik	ENSMUSG00000027341	2	132239492	132247807	-1	F2	6	protein_coding	KNOWN
BC037034	ENSMUSG00000091964	5	138259658	138264046	-1	G2	6	protein_coding	KNOWN
Gal3st4	ENSMUSG00000075593	5	138264921	138272840	-1	G2	5	protein_coding	KNOWN
Gpc2	ENSMUSG00000029510	5	138264952	138280005	-1	G2	8	protein_coding	KNOWN
Pcna	ENSMUSG00000027342	2	132249162	132253314	-1	F2	5	protein_coding	KNOWN
Npepps	ENSMUSG00000001441	11	97205842	97280638	-1	D	19	protein_coding	KNOWN
Stag3	ENSMUSG00000036928	5	138280240	138312393	1	G2	9	protein_coding	KNOWN
Cds2	ENSMUSG00000058793	2	132263148	132312050	1	F2	6	protein_coding	KNOWN
Gm10874	ENSMUSG00000075591	5	138363719	138388287	1	G2	1	protein_coding	KNOWN
Zfp157	ENSMUSG00000036898	5	138441468	138460694	1	G2	6	protein_coding	KNOWN
1700123K08Rik	ENSMUSG00000029526	5	138561840	138564694	-1	G2	1	protein_coding	KNOWN
Zfp68	ENSMUSG00000058291	5	138604616	138619761	-1	G2	4	protein_coding	KNOWN
A430033K04Rik	ENSMUSG00000056014	5	138622859	138648903	1	G2	2	protein_coding	KNOWN
Fam20c	ENSMUSG00000025854	5	138754514	138810077	1	G2	5	protein_coding	KNOWN
Mrpl45	ENSMUSG00000018882	11	97315716	97329920	1	D	2	protein_coding	KNOWN
AC113533.1	ENSMUSG00000094504	5	138820080	138821619	1	G2	1	protein_coding	KNOWN
Pdgfa	ENSMUSG00000025856	5	138976014	138997370	-1	G2	7	protein_coding	KNOWN
Gpr179	ENSMUSG00000070337	11	97332109	97352077	-1	D	2	protein_coding	KNOWN
Prokr2	ENSMUSG00000050558	2	132337733	132385447	-1	F2	5	protein_coding	KNOWN
Socs7	ENSMUSG00000038485	11	97362551	97398542	1	D	2	protein_coding	KNOWN
6330403L08Rik	ENSMUSG00000075585	5	138995056	139000576	1	G2	1	protein_coding	KNOWN
Prkar1b	ENSMUSG00000025855	5	139017306	139150001	-1	G2	11	protein_coding	KNOWN
Gpcpd1	ENSMUSG00000027346	2	132529082	132587729	-1	F2	13	protein_coding	KNOWN
Arhgap23	ENSMUSG00000049807	11	97415533	97502402	1	D	5	protein_coding	KNOWN
Heatr2	ENSMUSG00000025857	5	139150223	139186510	1	G2	2	protein_coding	KNOWN
4933428G20Rik	ENSMUSG00000047988	11	97490783	97500340	-1	D	1	protein_coding	NOVEL
Srcin1	ENSMUSG00000038453	11	97509340	97575226	-1	D	5	protein_coding	KNOWN
Sun1	ENSMUSG00000036817	5	139200637	139249840	1	G2	21	protein_coding	KNOWN
E130012A19Rik	ENSMUSG00000043439	11	97627393	97629716	-1	D	1	protein_coding	KNOWN
Mllt6	ENSMUSG00000038437	11	97663414	97685463	1	D	6	protein_coding	KNOWN
Get4	ENSMUSG00000025858	5	139252324	139270051	1	G2	6	protein_coding	KNOWN
Cisd3	ENSMUSG00000078695	11	97685826	97688621	1	D	4	protein_coding	KNOWN
Pcgf2	ENSMUSG00000018537	11	97688823	97700497	-1	D	7	protein_coding	KNOWN
Adap1	ENSMUSG00000056413	5	139271876	139325622	-1	G2	5	protein_coding	KNOWN
Psmb3	ENSMUSG00000069744	11	97703399	97713500	1	D	3	protein_coding	KNOWN
Cox19	ENSMUSG00000045438	5	139336189	139345233	-1	G2	5	protein_coding	KNOWN
Cyp2w1	ENSMUSG00000029541	5	139352617	139357033	1	G2	1	protein_coding	KNOWN
3110082I17Rik	ENSMUSG00000053553	5	139359739	139460502	-1	G2	1	protein_coding	NOVEL
Gpr146	ENSMUSG00000044197	5	139377742	139396415	1	G2	4	protein_coding	KNOWN
D830046C22Rik	ENSMUSG00000021206	5	139378220	139379259	1	G2	1	protein_coding	KNOWN
C130050O18Rik	ENSMUSG00000044092	5	139405280	139415623	1	G2	3	protein_coding	NOVEL
Gpr30	ENSMUSG00000053647	5	139423151	139427800	1	G2	2	protein_coding	KNOWN
Zfand2a	ENSMUSG00000053581	5	139471211	139484549	-1	G2	5	protein_coding	KNOWN
Pip4k2b	ENSMUSG00000018547	11	97715157	97744704	-1	D	2	protein_coding	KNOWN
Uncx	ENSMUSG00000029546	5	139543494	139548179	1	G2	3	protein_coding	KNOWN
Cwc25	ENSMUSG00000018541	11	97745481	97766556	-1	D	4	protein_coding	KNOWN
Micall2	ENSMUSG00000036718	5	139706693	139736336	-1	G2	4	protein_coding	KNOWN
1700001P01Rik	ENSMUSG00000018543	11	97771481	97775918	-1	D	1	protein_coding	KNOWN
Rpl23	ENSMUSG00000071415	11	97777527	97782437	-1	D	5	protein_coding	KNOWN
1110034G24Rik	ENSMUSG00000044991	2	132686931	132751055	1	F2	4	protein_coding	KNOWN
Ints1	ENSMUSG00000029547	5	139751282	139775678	-1	G2	1	protein_coding	KNOWN
Chgb	ENSMUSG00000027350	2	132781278	132795079	1	F2	1	protein_coding	KNOWN
Lasp1	ENSMUSG00000038366	11	97799000	97838764	1	D	16	protein_coding	KNOWN
Mafk	ENSMUSG00000018143	5	139791513	139802653	1	G2	3	protein_coding	KNOWN
Tmem184a	ENSMUSG00000036687	5	139802485	139819917	-1	G2	5	protein_coding	KNOWN
Trmt6	ENSMUSG00000037376	2	132804207	132816055	-1	F2	6	protein_coding	KNOWN
B230217C12Rik	ENSMUSG00000089676	11	97840780	97843043	1	D	1	protein_coding	KNOWN
Fbxo47	ENSMUSG00000070336	11	97853826	97884154	-1	D	2	protein_coding	KNOWN
